kyc_verified,account_age_days,transaction_amount,channel,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value,day,day_of_week,month,log_amount,cust_txn_count,cust_avg_amount,cust_max_amount,cust_min_amount
Yes,1359,474120.0,0,0,0,2,2,186041,4,1,1,17,4,1,28,4,3,13.069217842361887,6,285486.5,474120.0,114722.0
Yes,3581,369335.0,2,0,0,0,2,17694,5,0,5,8,6,1,2,6,2,12.819462077811798,6,264844.5,442632.0,111768.0
Yes,1871,448405.0,2,0,3,2,0,158383,1,0,2,16,3,1,17,3,7,13.01345435100052,9,261242.44444444444,469707.0,30141.0
Yes,3501,95327.0,4,0,0,0,0,72877,5,0,14,12,0,1,30,0,6,11.465078855513008,5,252659.8,443917.0,95327.0
Yes,1434,121343.0,4,0,1,2,1,131364,3,0,11,22,1,1,18,1,2,11.706384766174638,6,92341.16666666667,149912.0,35697.0
Yes,2790,329805.0,2,0,0,2,0,44223,3,0,9,19,2,1,12,2,2,12.706259881786297,8,304866.375,446538.0,58660.0
No,2072,160792.0,1,0,0,0,0,76798,0,0,8,21,5,1,3,5,5,11.987873102441135,6,260979.16666666666,412133.0,133311.0
Yes,615,490766.0,4,0,2,0,2,59738,4,0,7,2,3,1,13,3,3,13.10372475239456,16,201072.5625,490766.0,4506.0
Yes,2943,35847.0,1,0,1,0,0,105933,2,1,15,19,2,0,30,2,4,10.487043056465978,18,121248.5,467202.0,3656.0
Yes,1825,498363.0,2,0,1,2,1,107592,2,0,9,16,1,1,22,1,4,13.119086012706939,18,132669.11111111112,498363.0,2975.0
Yes,2931,393634.0,0,0,0,1,0,2647,0,0,10,10,2,1,29,2,1,12.883179362971068,16,202012.625,479316.0,2102.0
Yes,517,241967.0,2,0,3,2,1,38945,1,0,18,7,1,1,27,1,5,12.396560764990522,8,212499.375,438527.0,4104.0
Yes,276,150195.0,4,0,0,2,0,185375,0,0,19,12,4,1,20,4,6,11.919696386799101,8,210369.25,409962.0,114224.0
Yes,800,275551.0,0,0,0,0,2,192680,1,0,2,14,2,1,5,2,3,12.526531637495891,6,201577.5,353619.0,69401.0
Yes,199,240259.0,4,0,3,1,0,106670,4,0,14,5,2,1,18,2,6,12.389476949275366,9,261441.77777777778,490950.0,99147.0
Yes,3040,69724.0,2,0,3,2,1,133585,4,0,10,22,2,1,14,2,5,11.152314212495689,8,193392.625,404675.0,69574.0
Yes,1168,484436.0,1,0,2,0,2,86117,3,0,5,21,2,1,23,2,4,13.090742670898447,9,236495.33333333334,484436.0,6630.0
Yes,76,290703.0,0,0,1,0,0,54002,3,0,5,20,6,1,23,6,2,12.580060846342223,11,229671.45454545456,367039.0,4837.0
Yes,2766,352654.0,0,0,2,2,1,117616,3,0,2,22,5,1,23,5,8,12.77324552089963,9,303812.44444444444,490653.0,15183.0
Yes,1762,419690.0,4,0,3,1,2,38255,3,0,13,12,5,1,26,5,7,12.947274005203267,12,262753.0,437634.0,18819.0
No,731,289313.0,0,0,2,0,2,140305,2,0,7,0,3,1,10,3,4,12.575267882465306,11,277478.1818181818,418245.0,61929.0
Yes,3623,363982.0,2,0,1,1,2,9979,3,0,15,12,1,1,20,1,5,12.804862442231542,14,258598.7142857143,451586.0,19199.0
Yes,2813,352594.0,0,0,0,0,0,75861,3,0,15,5,5,1,24,5,5,12.773075368471003,11,313351.2727272727,479203.0,127768.0
Yes,942,447905.0,0,0,3,1,0,152876,3,0,6,13,1,1,11,1,3,13.012338667952955,8,219974.0,447905.0,18044.0
Yes,3542,188472.0,0,0,1,2,2,167266,1,0,7,11,6,1,16,6,2,12.146710039536666,21,136955.42857142858,427235.0,3884.0
Yes,2302,360499.0,0,0,1,1,0,124732,5,1,4,22,5,1,26,5,7,12.79524723570714,8,310472.625,463985.0,135297.0
Yes,3179,172262.0,1,0,3,2,0,106086,3,0,4,15,3,1,23,3,1,12.056777657726172,24,156227.875,479464.0,3125.0
No,49,296818.0,0,0,0,1,2,81671,0,0,1,21,0,1,24,0,2,12.600877804398921,7,247439.85714285713,451548.0,1239.0
Yes,1223,427208.0,2,0,2,1,0,114651,3,0,11,9,1,1,27,1,5,12.965028633821937,15,209394.33333333334,484131.0,2546.0
Yes,1173,226112.0,4,0,2,2,1,86796,3,0,5,2,4,1,25,4,7,12.328790153296074,7,180562.57142857142,359636.0,7419.0
Yes,1594,196295.0,4,0,3,1,2,141062,2,0,2,3,2,1,12,2,2,12.18737900308292,7,187921.14285714287,427840.0,22108.0
Yes,2627,140846.0,4,0,3,2,0,152824,5,1,5,6,2,1,30,2,4,11.85542947382316,10,217172.8,450804.0,81425.0
Yes,1576,223999.0,1,0,1,2,1,138434,3,0,5,6,1,1,18,1,3,12.319401330837177,18,202183.72222222222,489151.0,2298.0
Yes,1921,56864.0,2,0,3,2,1,70459,5,0,13,3,0,1,4,0,8,10.948435316618545,20,183985.15,458326.0,7898.0
Yes,2302,245389.0,0,0,1,1,1,142022,1,0,12,16,4,1,11,4,7,12.410604060632402,11,174693.27272727274,429377.0,9592.0
Yes,2793,316037.0,2,0,3,1,2,56522,4,0,10,13,6,1,17,6,8,12.663617738503774,17,242540.41176470587,481547.0,5543.0
No,3753,486767.0,1,0,3,2,1,62491,5,1,13,18,0,1,10,0,2,13.095542902519886,19,178016.15789473685,486767.0,6115.0
Yes,3461,308246.0,1,0,0,1,1,172499,5,0,9,15,2,1,9,2,4,12.638656688619134,15,214887.46666666667,456016.0,7438.0
Yes,152,410598.0,2,0,2,2,1,50353,3,0,5,20,3,1,8,3,5,12.925372348103702,10,241696.2,459426.0,7127.0
No,3687,170134.0,4,0,3,0,1,32326,3,1,6,9,2,1,21,2,5,12.044347518534869,18,75792.22222222222,324647.0,5295.0
Yes,2677,419538.0,0,1,3,0,0,43379,3,1,17,14,6,1,16,6,3,12.94691176838699,8,196817.5,419538.0,52355.0
No,948,141336.0,2,1,2,0,0,188837,2,0,5,8,2,1,2,2,7,11.858902388605687,9,264693.55555555556,427501.0,77670.0
Yes,2289,90065.0,0,0,0,1,0,72861,4,0,11,5,5,1,16,5,8,11.408298013888231,9,221447.66666666666,496736.0,13753.0
Yes,807,496422.0,0,1,3,0,2,78490,2,0,6,13,4,1,11,4,4,13.115183664841155,8,182887.25,496422.0,193.0
Yes,2022,169279.0,1,0,2,1,1,90287,2,0,9,23,0,1,14,0,7,12.039309427652071,9,232993.55555555556,408615.0,4109.0
No,793,161603.0,0,0,0,1,1,41236,2,0,12,23,5,1,26,5,7,11.992904177238042,13,278903.3846153846,486565.0,5027.0
Yes,2873,121815.0,4,0,0,1,2,25030,1,1,4,12,1,1,9,1,9,11.71026698852057,7,238184.85714285713,417357.0,121815.0
Yes,3452,468826.0,4,0,0,2,2,178630,4,0,18,14,2,1,15,2,1,13.057989109443133,16,156826.6875,468826.0,2112.0
No,1034,258091.0,2,0,3,0,0,106580,1,0,15,21,3,1,18,3,9,12.461071389488241,5,286206.4,349127.0,214568.0
No,1075,8742.0,2,0,1,2,0,74755,1,0,4,23,0,0,11,0,8,9.076008659180891,14,254844.2142857143,486051.0,8742.0
Yes,1071,41764.0,0,0,3,1,0,136458,4,0,14,4,4,0,24,4,1,10.639813947190007,7,202270.14285714287,340840.0,41764.0
Yes,804,387050.0,1,0,2,0,2,127098,1,0,18,11,6,1,19,6,1,12.866311746275045,21,209797.61904761905,436163.0,387.0
No,2030,400191.0,2,0,2,1,1,119123,4,0,17,18,5,1,17,5,5,12.89969971092697,10,267427.7,449272.0,28385.0
Yes,169,401380.0,2,0,1,1,0,37887,5,0,2,18,0,1,7,0,4,12.902666379894224,5,265586.2,401380.0,201628.0
Yes,684,117142.0,0,1,2,0,0,153147,5,0,19,23,6,1,26,6,1,11.671150689696574,9,225814.33333333334,348141.0,17306.0
Yes,3821,280106.0,4,0,2,2,0,112760,3,0,14,7,5,1,8,5,2,12.542926952010545,12,262400.1666666667,469255.0,12481.0
Yes,752,44073.0,0,1,1,1,2,171215,2,0,4,10,6,0,2,6,2,10.693625318409701,7,190720.7142857143,419992.0,4058.0
Yes,1582,341817.0,2,0,2,2,1,141672,5,0,2,9,0,1,3,0,3,12.742033710652672,16,182961.9375,477191.0,1945.0
Yes,2189,304282.0,1,0,1,1,1,191928,5,0,13,10,5,1,31,5,5,12.625713468402717,6,374449.3333333333,459615.0,304282.0
No,1679,257568.0,4,0,3,2,0,139428,1,0,7,8,4,1,16,4,5,12.459042924355796,11,233348.9090909091,441129.0,74338.0
Yes,649,189788.0,1,0,2,0,2,169741,4,0,8,16,6,1,20,6,7,12.153668207735578,9,98416.88888888889,279533.0,5242.0
Yes,1975,32748.0,4,0,1,2,1,160376,0,0,10,16,5,0,28,5,6,10.39662770624607,16,204797.125,479627.0,4557.0
Yes,1835,159934.0,4,0,3,0,1,167362,1,0,3,9,4,1,13,4,6,11.982522761674076,12,301536.5,497179.0,130429.0
Yes,3183,300071.0,1,0,3,2,1,31488,1,1,4,2,4,1,9,4,5,12.611777724842945,10,234734.1,499590.0,1722.0
Yes,2375,373289.0,2,0,2,0,0,76948,4,0,6,9,2,1,2,2,4,12.830110876437786,14,208739.14285714287,416223.0,10562.0
Yes,235,86165.0,0,1,2,1,1,170078,0,0,7,6,4,1,24,4,1,11.364030947288674,15,154037.06666666668,468089.0,7176.0
Yes,3274,384931.0,1,0,0,0,2,113930,0,0,7,7,6,1,20,6,7,12.860821974293552,10,180092.5,384931.0,19192.0
Yes,2457,183404.0,1,0,0,1,2,198878,3,0,17,17,4,1,23,4,5,12.1194521012464,19,233592.15789473685,460953.0,2309.0
Yes,3734,442656.0,4,0,1,1,0,143877,1,0,6,17,6,1,5,6,1,13.00055048276257,8,273015.125,442656.0,100091.0
Yes,920,445080.0,0,0,3,2,1,141541,2,0,19,11,4,1,8,4,8,13.006011567056207,13,153358.3076923077,445080.0,8318.0
Yes,3456,416095.0,4,0,2,1,1,12904,5,0,18,5,2,1,27,2,8,12.938671281851047,11,249136.18181818182,490874.0,9208.0
Yes,3596,374650.0,4,0,1,2,1,140561,1,0,12,13,0,1,17,0,3,12.833750204946774,9,371195.0,494885.0,10363.0
Yes,1025,71493.0,1,0,2,0,0,196877,2,0,19,16,3,1,30,3,1,11.17736880907703,15,95276.33333333333,239754.0,2799.0
Yes,3372,404901.0,1,0,0,1,2,167555,2,0,11,8,0,1,24,0,2,12.911400341499286,7,293023.0,460992.0,14894.0
Yes,3288,50989.0,4,0,1,2,0,171034,4,0,17,1,1,1,25,1,3,10.839384814049202,7,197525.14285714287,382292.0,50989.0
Yes,2617,186966.0,2,0,1,2,2,19860,1,0,3,4,5,1,5,5,7,12.138687409675722,10,176637.6,493453.0,19675.0
Yes,156,210267.0,1,0,3,0,0,86157,4,0,15,5,5,1,24,5,5,12.256138186536896,14,213543.7142857143,414479.0,41971.0
Yes,444,29105.0,0,0,1,2,0,157859,3,0,5,21,4,0,11,4,4,10.278699617473272,12,77694.66666666667,281807.0,3578.0
Yes,1301,485108.0,0,0,3,2,1,197044,2,1,4,1,6,1,23,6,2,13.092128886936901,16,183854.3125,492130.0,4111.0
Yes,1013,473387.0,0,0,2,2,0,192885,0,0,1,10,4,1,8,4,8,13.067670627198282,15,247906.8,473387.0,5932.0
Yes,755,47913.0,0,0,3,2,0,34660,2,0,3,13,1,0,20,1,5,10.777163016268934,15,134547.73333333334,389228.0,4213.0
Yes,3345,91726.0,2,0,1,2,0,7289,3,0,10,19,4,1,18,4,4,11.426572053292123,11,271112.45454545453,451176.0,91480.0
Yes,3251,476231.0,0,1,1,1,0,158753,2,0,13,2,4,1,17,4,1,13.073660409433197,9,239615.22222222222,476231.0,44825.0
Yes,1129,218108.0,2,1,3,2,1,145957,4,0,7,21,0,1,14,0,7,12.292750216812877,9,202455.66666666666,484153.0,16539.0
Yes,3660,29257.0,1,0,1,2,0,83097,1,0,14,17,6,0,24,6,8,10.283908319538032,14,153263.2857142857,471927.0,6269.0
No,1463,274808.0,2,0,3,1,1,66141,0,0,13,11,2,1,26,2,3,12.523831589885729,7,244102.42857142858,491707.0,119876.0
Yes,2467,148163.0,4,0,0,1,1,44747,4,0,5,20,4,1,11,4,4,11.906075047355744,16,198697.4375,461920.0,5661.0
Yes,1686,161077.0,2,0,1,1,2,87173,5,0,11,6,1,1,13,1,5,11.989643998697597,13,168758.23076923078,435984.0,3979.0
No,2936,98720.0,1,0,1,2,2,6044,1,0,14,16,6,1,31,6,8,11.500052968747553,9,263309.77777777775,463431.0,2771.0
Yes,3464,267174.0,0,0,0,1,0,144847,0,1,1,23,5,1,19,5,4,12.495659153393097,9,249206.22222222222,461619.0,48257.0
Yes,1910,170179.0,2,0,2,1,1,63748,3,0,5,21,4,1,18,4,7,12.044611979403548,5,284339.2,450397.0,141270.0
No,1348,214568.0,1,0,2,0,2,35050,2,0,3,22,2,1,2,2,4,12.276386643944509,5,286206.4,349127.0,214568.0
Yes,729,8637.0,0,0,2,0,0,54193,0,0,1,18,5,0,18,5,1,9.063926353520646,13,217522.92307692306,496220.0,8637.0
Yes,2003,322310.0,4,0,1,0,1,129424,5,0,17,22,6,1,26,6,1,12.683272196913958,12,310814.9166666667,472901.0,204575.0
Yes,425,245074.0,2,0,0,1,0,151213,3,0,12,13,0,1,12,0,5,12.409319565129927,13,161452.53846153847,478289.0,4144.0
Yes,3676,487991.0,0,0,3,0,1,80521,1,0,13,18,5,1,7,5,6,13.098054291258288,12,153968.58333333334,487991.0,3425.0
Yes,3073,61307.0,4,0,0,2,1,16105,0,1,6,0,2,1,28,2,5,11.023665619118798,17,120468.0,434918.0,3841.0
Yes,125,2402.0,4,0,2,0,1,51213,3,0,3,8,2,0,6,2,8,7.784473235736469,13,148471.6923076923,436334.0,2402.0
Yes,1517,450397.0,0,1,1,1,1,151962,1,0,11,19,0,1,24,0,2,13.017886915300423,5,284339.2,450397.0,141270.0
Yes,1896,484145.0,1,0,0,0,2,75903,4,0,11,7,5,1,6,5,9,13.090141793103244,15,147187.2,484145.0,4188.0
Yes,1691,177003.0,0,0,3,1,1,58966,2,0,10,7,2,1,23,2,7,12.083927610170672,12,215667.66666666666,360965.0,11206.0
Yes,2475,19515.0,1,0,3,0,0,4481,3,0,11,16,5,0,19,5,4,9.878989920935728,12,120739.33333333333,433472.0,4363.0
Yes,67,241958.0,2,0,1,1,2,141065,4,0,16,17,2,1,5,2,2,12.396523569297779,7,211712.85714285713,409333.0,52255.0
Yes,1809,259893.0,4,0,2,0,0,116131,5,1,10,13,4,1,1,4,8,12.468029134560869,16,176947.0,497038.0,2724.0
Yes,503,387.0,0,0,1,2,0,119738,5,0,12,16,5,0,8,5,3,5.961005339623274,21,209797.61904761905,436163.0,387.0
Yes,1963,328469.0,2,0,3,2,2,95835,1,0,19,17,0,1,23,0,6,12.70220078853558,15,188948.6,397343.0,39238.0
No,3046,97188.0,4,0,0,2,2,107941,0,0,9,5,6,1,25,6,5,11.484412815320187,11,175385.81818181818,312219.0,15546.0
Yes,3343,465484.0,4,0,0,1,0,17484,2,0,4,22,4,1,14,4,2,13.05083515176439,8,275234.0,486711.0,5564.0
Yes,1471,242455.0,2,0,1,2,1,126080,1,0,15,9,0,1,25,0,8,12.39857552959788,12,212531.16666666666,425239.0,32363.0
Yes,503,109083.0,0,0,0,1,0,111816,3,0,7,10,6,1,3,6,8,11.599873506620884,14,216155.57142857142,439438.0,23049.0
Yes,398,310460.0,2,0,1,1,1,154332,2,0,5,17,3,1,27,3,3,12.64581356860211,13,199478.3076923077,478664.0,4050.0
Yes,2148,304033.0,1,0,3,0,2,133096,4,0,19,1,0,1,30,0,6,12.62489481623976,7,356071.0,495603.0,143074.0
Yes,650,455918.0,2,0,1,2,1,118954,2,0,15,5,2,1,8,2,1,13.030070441139218,10,227346.7,455918.0,6843.0
Yes,3594,68654.0,4,0,3,0,0,49902,4,0,6,7,2,1,27,2,8,11.136849241755852,7,277342.71428571426,429158.0,68654.0
Yes,929,5836.0,0,0,2,1,2,92156,1,0,15,4,0,0,24,0,3,8.671972245203792,12,204462.66666666666,395000.0,5836.0
Yes,2138,214566.0,2,0,3,2,0,66114,0,0,17,20,6,1,5,6,1,12.276377322890111,7,189746.0,311516.0,49774.0
Yes,2117,315209.0,0,0,2,1,2,167463,5,0,19,7,3,1,3,3,7,12.66099436235093,7,220709.57142857142,392605.0,50540.0
Yes,3372,193402.0,0,0,2,2,2,91509,2,0,3,16,2,1,30,2,7,12.172531373773474,8,277610.5,385705.0,107438.0
Yes,2355,199656.0,2,0,3,2,1,171404,0,1,18,17,1,1,10,1,6,12.204356173234109,10,319152.7,450394.0,97320.0
Yes,2316,62756.0,4,0,2,0,2,46336,0,0,10,16,6,1,9,6,2,11.04702540455723,6,245379.66666666666,420532.0,62756.0
Yes,3539,370817.0,2,1,3,1,0,144934,5,0,15,19,4,1,25,4,7,12.823466655184951,14,145607.57142857142,497285.0,2680.0
Yes,3929,373135.0,1,0,2,2,0,198317,2,0,18,9,0,1,3,0,3,12.829698243431473,7,312872.4285714286,438716.0,108825.0
No,3978,98010.0,4,1,0,2,2,169493,2,0,15,0,0,1,28,0,4,11.49283499625168,10,272495.4,470961.0,98010.0
Yes,2878,184995.0,1,0,0,0,2,150134,0,0,19,18,5,1,15,5,3,12.12808948220509,6,123030.66666666667,184995.0,31922.0
Yes,2960,116369.0,1,0,0,2,2,196082,3,0,5,17,4,1,4,4,7,11.664530049102122,6,257938.66666666666,402409.0,116369.0
Yes,2858,147565.0,0,0,2,0,0,131549,3,0,11,3,0,1,27,0,1,11.90203081230982,16,117763.0,420940.0,2318.0
Yes,2740,131634.0,4,0,2,2,2,76907,2,0,9,7,1,1,24,1,6,11.78778821995975,6,264844.5,442632.0,111768.0
No,2389,198348.0,1,0,1,1,0,8110,0,0,5,7,2,1,25,2,6,12.197783384336624,13,161336.6923076923,386949.0,2777.0
Yes,1118,177275.0,0,0,0,0,2,109881,0,0,11,7,6,1,20,6,7,12.085463119109608,5,195197.8,346100.0,58690.0
Yes,1482,60896.0,1,1,0,0,2,16291,1,0,7,6,3,1,13,3,2,11.016939191400878,5,177045.4,461359.0,26516.0
Yes,115,341922.0,4,0,0,2,1,58547,0,0,2,18,5,1,1,5,3,12.7423408444967,9,254550.22222222222,485486.0,30521.0
Yes,3490,185766.0,0,0,1,2,0,199478,5,1,19,8,1,1,1,1,4,12.1322484792536,17,120468.0,434918.0,3841.0
Yes,1613,220299.0,2,0,0,1,0,151237,3,0,18,6,3,1,18,3,9,12.302745532790434,17,134691.5294117647,408675.0,940.0
Yes,2632,138708.0,2,0,0,2,1,70746,1,0,16,0,5,1,25,5,1,11.840133492445789,7,214607.85714285713,431324.0,79006.0
Yes,3229,104512.0,2,0,3,2,1,197436,5,0,1,15,2,1,22,2,1,11.557066744563603,6,197981.83333333334,479344.0,16842.0
Yes,1463,489677.0,1,0,0,2,0,178023,3,0,3,1,6,1,13,6,7,13.10150331121666,6,313033.1666666667,489677.0,91116.0
Yes,385,203315.0,2,0,2,2,2,86648,5,0,9,7,4,1,2,4,5,12.222516697946107,10,333011.4,495350.0,203315.0
Yes,481,69401.0,0,0,3,0,1,46390,4,0,17,9,0,1,8,0,9,11.147670964523456,6,201577.5,353619.0,69401.0
No,3054,168211.0,0,0,3,1,2,138366,2,0,8,15,4,1,4,4,7,12.032980367614673,19,183241.94736842104,496769.0,2935.0
Yes,977,174400.0,4,0,3,0,1,33388,4,0,16,18,0,1,5,0,5,12.069112524385531,17,87814.94117647059,340138.0,4204.0
No,3488,177720.0,2,0,2,2,2,138321,2,0,12,22,0,1,1,0,9,12.087970183862733,9,285733.44444444444,498162.0,48041.0
No,836,150327.0,1,1,0,2,2,47031,3,0,4,19,5,1,6,5,9,11.920574852468988,10,365331.2,485596.0,102188.0
Yes,2929,2060.0,2,0,2,2,0,116152,3,0,5,7,2,0,12,2,2,7.630946580890459,12,219981.75,468085.0,2060.0
Yes,1694,36522.0,1,1,1,0,1,21108,4,0,7,3,4,0,22,4,8,10.505697478103938,7,238176.2857142857,416934.0,8789.0
No,468,203710.0,1,0,0,2,0,81486,5,0,18,2,6,1,27,6,4,12.224457601738733,11,168489.81818181818,410697.0,3654.0
Yes,1018,444123.0,1,0,0,0,0,84496,2,0,14,5,0,1,16,0,6,13.003859081702442,9,261571.22222222222,444123.0,10010.0
No,3268,459250.0,0,0,3,2,1,56517,2,0,8,5,5,1,29,5,3,13.037352180538257,9,290123.3333333333,459250.0,22826.0
Yes,3484,91792.0,0,0,1,2,0,58176,1,1,13,10,6,1,14,6,9,11.427291320977883,8,270497.5,495908.0,25464.0
Yes,2040,229988.0,0,0,3,2,0,12060,0,0,4,6,0,1,14,0,4,12.345786760674672,17,132424.82352941178,499832.0,2516.0
Yes,3682,23833.0,1,0,3,2,1,185973,5,1,12,16,5,0,26,5,7,10.07886841165075,12,141465.08333333334,377846.0,4531.0
Yes,2744,343705.0,1,0,3,0,0,50968,5,0,3,10,5,1,1,5,2,12.747541919770219,16,140450.25,447561.0,4220.0
Yes,459,370135.0,1,0,1,2,0,164035,1,0,5,13,1,1,21,1,1,12.821625784651566,8,228809.875,482018.0,3407.0
Yes,3763,128989.0,0,0,0,0,2,163235,3,0,4,6,4,1,21,4,2,11.767490160959182,8,234721.875,455299.0,50328.0
Yes,2086,47141.0,1,0,2,0,0,190345,4,0,15,13,2,0,16,2,7,10.760919602403877,10,207195.0,431670.0,152.0
Yes,170,86884.0,1,1,0,1,2,33623,5,0,5,21,1,1,1,1,4,11.372340684156354,22,168604.4090909091,488761.0,4855.0
Yes,818,212558.0,2,0,1,1,2,94846,2,0,9,7,4,1,14,4,3,12.26697487586862,11,282560.9090909091,441734.0,36344.0
Yes,1989,62166.0,2,0,1,2,0,141290,1,0,14,16,2,1,4,2,6,11.037579591313817,11,346204.9090909091,497374.0,62166.0
Yes,3409,410533.0,0,0,1,2,0,194209,4,0,16,2,1,1,25,1,2,12.925214030266918,9,201192.88888888888,410533.0,85204.0
Yes,3763,20853.0,2,0,0,1,2,528,4,0,3,13,5,0,10,5,5,9.945301055349539,9,265024.8888888889,494435.0,20853.0
No,808,393127.0,4,0,1,0,2,193942,5,0,15,23,3,1,21,3,8,12.881890537568298,17,174198.76470588235,477795.0,3933.0
Yes,2320,34949.0,1,0,3,1,2,48099,0,0,18,8,5,0,9,5,8,10.461673747661957,3,134469.66666666666,234859.0,34949.0
Yes,3896,202451.0,0,0,3,2,1,148969,2,0,18,12,0,1,9,0,6,12.218258100393975,10,242418.8,454727.0,53683.0
Yes,3159,197126.0,0,0,3,2,1,45906,4,0,14,4,4,1,31,4,1,12.191603470060414,9,236495.33333333334,484436.0,6630.0
Yes,1061,145106.0,1,0,2,1,2,48157,2,0,7,16,2,1,30,2,4,11.88522668029996,14,125869.71428571429,493709.0,4963.0
Yes,1981,129502.0,4,0,2,1,0,68060,5,1,6,13,5,1,18,5,1,11.771459325876567,8,190306.0,355622.0,15581.0
Yes,3199,200134.0,0,0,1,0,2,104643,1,0,16,5,0,1,25,0,8,12.206747417820138,10,229204.2,478074.0,36012.0
Yes,3886,406860.0,2,0,0,2,0,145075,4,1,19,2,6,1,16,6,3,12.91622688275083,11,260890.0,406860.0,112152.0
Yes,33,262737.0,2,0,1,2,1,55443,5,0,9,1,4,1,21,4,3,12.47891261690653,7,215964.57142857142,463095.0,10435.0
Yes,2744,60251.0,0,0,0,2,1,76339,4,1,1,5,6,1,9,6,3,11.006291045822707,10,194689.3,424589.0,60251.0
Yes,3515,139769.0,1,1,3,1,1,83174,1,0,18,13,6,1,24,6,8,11.847753493478953,14,223687.42857142858,441814.0,8085.0
Yes,3460,175734.0,1,0,3,1,2,25845,2,0,14,21,4,1,22,4,8,12.07673245752412,12,197430.0,467136.0,3388.0
No,367,498673.0,4,0,0,0,1,50890,2,0,14,17,0,1,17,0,3,13.119707854622673,6,278374.6666666667,498673.0,40416.0
Yes,1602,176228.0,2,0,1,0,0,60057,4,0,8,6,4,1,14,4,3,12.079539564639546,7,293872.0,485390.0,8806.0
Yes,1296,78564.0,4,0,0,0,0,196626,5,0,17,2,2,1,3,2,9,11.271681586624233,7,268653.85714285716,461771.0,73378.0
Yes,517,6568.0,4,0,1,1,2,2406,1,0,18,13,3,0,24,3,4,8.790116892892472,20,125683.15,498758.0,2467.0
No,1593,403437.0,0,0,3,1,1,171739,3,0,15,23,0,1,10,0,3,12.907778099371672,9,189502.0,469741.0,23310.0
Yes,2615,111452.0,4,0,0,1,0,8461,2,0,10,10,0,1,15,0,9,11.621358256352138,14,213543.7142857143,414479.0,41971.0
Yes,2105,332732.0,4,0,2,1,2,157712,3,1,16,11,2,1,28,2,5,12.715095645545789,15,197691.86666666667,445709.0,3547.0
Yes,1002,473951.0,0,0,1,1,1,119789,4,0,7,3,6,1,5,6,1,13.0688613297267,4,402168.0,473951.0,308754.0
Yes,3940,31762.0,2,0,3,2,2,190273,3,0,17,18,3,0,22,3,5,10.366057369338442,10,253928.8,467451.0,31762.0
No,2804,413410.0,1,0,3,1,1,78067,5,0,5,5,4,1,25,4,4,12.932197534487317,9,204241.22222222222,474092.0,12768.0
No,944,247220.0,1,0,2,1,1,81164,5,0,18,9,5,1,26,5,4,12.418037952413814,9,251118.11111111112,456900.0,20331.0
Yes,2864,404650.0,0,0,3,1,1,81699,3,0,14,14,3,1,19,3,6,12.910780246192264,11,217216.72727272726,485895.0,971.0
Yes,1392,174053.0,4,0,3,0,0,100264,5,0,18,15,4,1,8,4,8,12.067120874877258,11,251152.54545454544,463903.0,26804.0
Yes,727,231032.0,0,0,2,1,0,122857,2,0,18,0,6,1,22,6,6,12.350315836443677,10,227225.9,413782.0,10135.0
Yes,2284,81294.0,2,0,1,2,2,81229,4,0,15,16,3,1,1,3,5,11.305839793029655,7,173040.7142857143,472308.0,41735.0
Yes,623,446953.0,0,0,3,2,0,160133,3,0,11,15,2,1,26,2,3,13.010210960022881,6,259046.33333333334,459328.0,16570.0
Yes,3616,475742.0,1,0,0,2,2,51068,2,0,5,19,3,1,5,3,6,13.07263307144006,20,128416.6,475742.0,2100.0
No,1000,341949.0,4,0,0,2,1,109849,3,0,16,0,5,1,16,5,8,12.742419806526241,15,280279.13333333336,495680.0,48867.0
Yes,2270,190696.0,4,1,3,0,2,73802,2,0,8,3,2,1,20,2,8,12.158441059949299,12,189023.41666666666,370920.0,5020.0
Yes,1419,349338.0,0,0,1,0,2,95468,5,0,13,3,2,1,27,2,8,12.763798076437496,15,204943.66666666666,492118.0,4288.0
Yes,3731,159085.0,1,0,2,1,0,161076,5,0,17,12,2,1,27,2,8,11.977200215482378,5,219811.2,389817.0,77460.0
Yes,1293,268850.0,4,0,2,2,2,116616,4,0,9,21,6,1,19,6,1,12.501912601777121,12,173202.5,499966.0,4008.0
Yes,407,261853.0,0,0,2,2,0,37646,5,0,15,15,3,1,19,3,6,12.475542375512287,11,277478.1818181818,418245.0,61929.0
Yes,554,114857.0,4,0,0,2,2,40797,1,0,7,19,0,1,7,0,4,11.651451861764512,10,250534.0,492420.0,30188.0
Yes,1349,496879.0,4,0,0,2,2,86894,2,0,18,16,5,1,1,5,2,13.116103827233184,21,175139.42857142858,496879.0,4390.0
Yes,3020,205759.0,0,0,1,0,2,127673,2,0,14,7,3,1,28,3,8,12.234465720031391,6,273959.6666666667,456752.0,148028.0
Yes,2383,395988.0,1,0,3,0,1,126442,3,0,8,6,1,1,24,1,6,12.88914171207303,14,108843.78571428571,419576.0,1894.0
No,321,196749.0,4,0,2,1,2,17439,4,0,2,8,0,1,10,0,2,12.18968916627965,10,215097.0,494527.0,36072.0
Yes,1796,184361.0,0,0,0,2,1,182287,0,0,18,19,6,1,20,6,4,12.124656495115806,12,180808.91666666666,392892.0,2316.0
